ID.interactor.A,RefSeq.interactor.A,UniprotKB.interactor.A,ID.interactor.B,RefSeq.interactor.B,UniprotKB.interactor.B
DIP-3881N,NP_009904,P37261,DIP-1653N,NP_011302,Q02793
DIP-2103N,NP_012304,P40582,DIP-5108N,NP_011290,P40107
DIP-5500N,NP_012207,P40188,DIP-4488N,NP_011278,P53070
DIP-4488N,NP_011278,P53070,DIP-5504N,NP_015146,P32945
DIP-803N,NP_010563,P35198,DIP-1361N,NP_011277,P06774
DIP-2885N,NP_011662,P48235,DIP-1361N,NP_011277,P06774
DIP-1361N,NP_011277,P06774,DIP-1490N,NP_013527,Q06410
DIP-1361N,NP_011277,P06774,DIP-1467N,NP_013873,Q03790
DIP-1300N,NP_014690,Q02794,DIP-1361N,NP_011277,P06774
DIP-5505N,NP_011843,P21957,DIP-2212N,NP_011269,P46655
DIP-3943N,NP_010845,P39924,DIP-1241N,NP_011265,P53061
DIP-4357N,NP_012554,P47092,DIP-5034N,NP_011251,P53053
DIP-5506N,NP_011517,P53202,DIP-4684N,NP_013400,Q05899
DIP-1800N,NP_013428,Q06169,DIP-5455N,NP_011518,P53203
DIP-3914N,NP_015353,Q12402,DIP-5455N,NP_011518,P53203
DIP-1638N,NP_014181,P40151,DIP-1227N,NP_011524,P53204
DIP-4210N,NP_012257,P39002,DIP-5507N,NP_011527,P53207
DIP-1620N,NP_012913,P33203,DIP-5507N,NP_011527,P53207
DIP-5508N,NP_011530,P53209,DIP-1771N,NP_013236,Q12098
DIP-5509N,NP_011537,P53214,DIP-4698N,NP_013565,P54007
DIP-1800N,NP_013428,Q06169,DIP-5510N,NP_011540,P53217
DIP-3940N,NP_011547,P53220,DIP-1771N,NP_013236,Q12098
DIP-4724N,NP_011549,P53222,DIP-5511N,NP_014674,P41902
DIP-5512N,NP_014761,Q12108,DIP-4724N,NP_011549,P53222
DIP-5513N,NP_011555,P53226,DIP-5513N,NP_011555,P53226
DIP-5514N,-,Q12058,DIP-5513N,NP_011555,P53226
DIP-3828N,NP_014914,Q12029,DIP-5515N,NP_011559,P53229
DIP-1476N,NP_011562,P53044,DIP-2720N,NP_011905,P48836
DIP-5516N,NP_011566,P53233,DIP-5517N,NP_012449,P47028
DIP-4653N,NP_015265,Q02783,DIP-5516N,NP_011566,P53233
DIP-5518N,NP_011568,P53235,DIP-5351N,NP_010654,P87287
DIP-984N,NP_011570,P53236,DIP-5017N,NP_010240,P10849
DIP-1862N,NP_011572,P53238,DIP-4113N,NP_014740,Q12274
DIP-2111N,NP_012336,P39534,DIP-5519N,NP_011579,P53241
DIP-4253N,NP_010545,Q03935,DIP-4860N,NP_011580,P53242
DIP-4860N,NP_011580,P53242,DIP-1176N,NP_013490,Q06708
DIP-2238N,NP_011051,P39940,DIP-1864N,NP_011582,P53244
DIP-3796N,NP_011583,P53245,DIP-5520N,NP_009526,P05735
DIP-5521N,NP_011585,P53246,DIP-1444N,NP_012477,P47041
DIP-5521N,NP_011585,P53246,DIP-1918N,NP_015197,Q02457
DIP-1894N,NP_012258,P40554,DIP-2294N,NP_011586,P48412
DIP-1955N,NP_013587,Q03208,DIP-4579N,NP_011587,P53247
DIP-4840N,NP_011593,P53249,DIP-5522N,NP_014318,P53937
DIP-1720N,NP_014409,P27515,DIP-4840N,NP_011593,P53249
DIP-2733N,NP_010661,Q06389,DIP-2539N,NP_011596,P35180
DIP-5523N,NP_011767,P53317,DIP-5380N,NP_011598,P12686
DIP-1437N,NP_012780,P35719,DIP-4618N,NP_011600,P53252
DIP-1992N,NP_012862,P35727,DIP-2319N,NP_011606,P22204
DIP-1491N,NP_013528,Q06411,DIP-2319N,NP_011606,P22204
DIP-1920N,NP_011611,P48361,DIP-1920N,NP_011611,P48361
DIP-1920N,NP_011611,P48361,DIP-2144N,NP_013882,Q03818
DIP-5525N,NP_012322,P40896,DIP-5524N,NP_011615,P53259
DIP-5526N,NP_011619,P41806,DIP-5527N,NP_116673,P43599
DIP-1261N,NP_011622,P24868,DIP-2445N,NP_015201,P33419
DIP-1286N,NP_011628,P53267,DIP-1296N,NP_010299,Q12248
DIP-5247N,NP_011436,P53158,DIP-1286N,NP_011628,P53267
DIP-818N,NP_012122,P40460,DIP-1286N,NP_011628,P53267
DIP-1286N,NP_011628,P53267,DIP-1977N,NP_012471,P47038
DIP-1286N,NP_011628,P53267,DIP-1649N,NP_012963,P36131
DIP-4675N,NP_013433,Q02721,DIP-1286N,NP_011628,P53267
DIP-1286N,NP_011628,P53267,DIP-1490N,NP_013527,Q06410
DIP-1491N,NP_013528,Q06411,DIP-1286N,NP_011628,P53267
DIP-3903N,NP_015370,Q12049,DIP-1286N,NP_011628,P53267
DIP-1286N,NP_011628,P53267,DIP-1430N,NP_015371,Q12262
DIP-1286N,NP_011628,P53267,DIP-1492N,NP_015374,Q12527
DIP-5529N,NP_012741,P05740,DIP-2759N,NP_011633,P32827
DIP-1563N,NP_010218,Q07418,DIP-866N,NP_011634,P48837
DIP-866N,NP_011634,P48837,DIP-1681N,NP_010704,Q04048
DIP-866N,NP_011634,P48837,DIP-2682N,NP_010871,P32618
DIP-866N,NP_011634,P48837,DIP-1458N,NP_011345,P45819
DIP-866N,NP_011634,P48837,DIP-1194N,NP_011635,P53271
DIP-866N,NP_011634,P48837,DIP-1992N,NP_012862,P35727
DIP-1409N,NP_012819,P14904,DIP-866N,NP_011634,P48837
DIP-1490N,NP_013527,Q06410,DIP-866N,NP_011634,P48837
DIP-1566N,NP_013859,P38615,DIP-866N,NP_011634,P48837
DIP-2387N,NP_014022,P36224,DIP-866N,NP_011634,P48837
DIP-866N,NP_011634,P48837,DIP-1430N,NP_015371,Q12262
DIP-866N,NP_011634,P48837,DIP-3890N,NP_015408,Q06820
DIP-2062N,NP_010899,P39996,DIP-5530N,NP_011636,P40260
DIP-5530N,NP_011636,P40260,DIP-2103N,NP_012304,P40582
DIP-1525N,NP_011639,P53043,DIP-849N,NP_011038,P40071
DIP-5531N,NP_011377,P53122,DIP-1525N,NP_011639,P53043
DIP-4851N,NP_013734,P35192,DIP-1525N,NP_011639,P53043
DIP-1525N,NP_011639,P53043,DIP-4133N,NP_014819,P16622
DIP-5189N,NP_011640,P49090,DIP-4543N,NP_012785,P36064
DIP-5430N,NP_116627,P06842,DIP-5532N,NP_011657,P53285
DIP-5532N,NP_011657,P53285,DIP-5533N,NP_013992,Q03508
DIP-4342N,NP_014258,P53909,DIP-5534N,NP_011658,P53286
DIP-775N,NP_014875,P38523,DIP-5534N,NP_011658,P53286
DIP-4851N,NP_013734,P35192,DIP-1703N,NP_011660,P32318
DIP-1411N,NP_010585,Q06631,DIP-5535N,NP_011661,P48234
DIP-2103N,NP_012304,P40582,DIP-4289N,NP_011665,P48236
DIP-5536N,-,P87266,DIP-4486N,NP_011667,P53287
DIP-5537N,NP_011675,P27476,DIP-5538N,NP_014345,P38590
DIP-1310N,NP_011676,P53288,DIP-2122N,NP_015274,Q02804
DIP-5539N,NP_011681,P53292,DIP-2608N,NP_009590,P38074
DIP-2413N,NP_013135,Q07980,DIP-5539N,NP_011681,P53292
DIP-5539N,NP_011681,P53292,DIP-5540N,NP_015058,P53388
DIP-5104N,NP_011682,P32893,DIP-2802N,NP_014840,Q08601
DIP-4351N,NP_014671,P40917,DIP-2280N,NP_011683,P17891
DIP-5541N,NP_011684,P53293,DIP-2994N,NP_012283,P40574
DIP-5429N,NP_011685,P53294,DIP-4977N,NP_010804,Q04409
DIP-2938N,NP_010803,Q12034,DIP-2080N,NP_011688,P53039
DIP-1800N,NP_013428,Q06169,DIP-2080N,NP_011688,P53039
DIP-5410N,NP_010229,Q07376,DIP-2827N,NP_011689,P53295
DIP-2827N,NP_011689,P53295,DIP-1751N,NP_010436,Q03768
DIP-2827N,NP_011689,P53295,DIP-5542N,NP_012104,P00724
DIP-5543N,NP_014052,P40988,DIP-2827N,NP_011689,P53295
DIP-5544N,NP_011693,P53296,DIP-2080N,NP_011688,P53039
DIP-2074N,NP_011423,P49687,DIP-2464N,NP_011694,P53297
DIP-2464N,NP_011694,P53297,DIP-5545N,NP_011989,P38828
DIP-2464N,NP_011694,P53297,DIP-5546N,NP_012499,P47058
DIP-2382N,NP_011695,P53298,DIP-1588N,NP_009770,P38313
DIP-2608N,NP_009590,P38074,DIP-5547N,NP_011697,P53299
DIP-4453N,NP_015312,Q02608,DIP-5548N,NP_011701,P36421
DIP-4360N,NP_011705,P53301,DIP-3908N,NP_010183,Q12154
DIP-2103N,NP_012304,P40582,DIP-5549N,NP_011707,P06775
DIP-5078N,NP_013385,Q05867,DIP-5549N,NP_011707,P06775
DIP-2301N,NP_014278,P07213,DIP-5550N,NP_011709,P16451
DIP-4950N,NP_009819,P38339,DIP-4795N,NP_011712,P46949
DIP-4795N,NP_011712,P46949,DIP-1193N,NP_011769,P32379
DIP-1717N,NP_009615,P38080,DIP-5551N,NP_011715,P42934
DIP-3866N,NP_011721,P42938,DIP-2268N,NP_013311,P24871
DIP-3865N,NP_011723,P42940,DIP-2277N,NP_010595,Q06648
DIP-5328N,NP_015314,Q12297,DIP-2085N,NP_011724,P42941
DIP-1583N,NP_010202,P05318,DIP-5552N,NP_011725,P22803
DIP-4041N,NP_015305,Q02724,DIP-5552N,NP_011725,P22803
DIP-4419N,NP_011727,P53303,DIP-4395N,NP_014118,P53834
DIP-1373N,NP_014508,Q08273,DIP-4419N,NP_011727,P53303
DIP-4351N,NP_014671,P40917,DIP-4419N,NP_011727,P53303
DIP-4210N,NP_012257,P39002,DIP-5553N,NP_011730,P32905
DIP-2244N,NP_011734,P30822,DIP-883N,NP_010002,P25644
DIP-1563N,NP_010218,Q07418,DIP-2244N,NP_011734,P30822
DIP-2244N,NP_011734,P30822,DIP-1296N,NP_010299,Q12248
DIP-2244N,NP_011734,P30822,DIP-3877N,-,Q03864
DIP-842N,NP_010901,P39998,DIP-2244N,NP_011734,P30822
DIP-5295N,NP_010919,P40008,DIP-2244N,NP_011734,P30822
DIP-1366N,NP_010984,P40106,DIP-2244N,NP_011734,P30822
DIP-4426N,NP_116587,P43536,DIP-2244N,NP_011734,P30822
DIP-4527N,NP_011366,P53116,DIP-2244N,NP_011734,P30822
DIP-1458N,NP_011345,P45819,DIP-2244N,NP_011734,P30822
DIP-2244N,NP_011734,P30822,DIP-2464N,NP_011694,P53297
DIP-2244N,NP_011734,P30822,DIP-4760N,NP_012325,P32800
DIP-2890N,NP_012616,P47129,DIP-2244N,NP_011734,P30822
DIP-2351N,NP_012855,Q02629,DIP-2244N,NP_011734,P30822
DIP-2801N,NP_012779,P34078,DIP-2244N,NP_011734,P30822
DIP-2244N,NP_011734,P30822,DIP-4808N,NP_013252,Q12524
DIP-2244N,NP_011734,P30822,DIP-2932N,NP_013540,Q06673
DIP-2244N,NP_011734,P30822,DIP-5554N,NP_013586,P32340
DIP-1994N,NP_014235,P53892,DIP-2244N,NP_011734,P30822
DIP-1288N,NP_014492,Q12517,DIP-2244N,NP_011734,P30822
DIP-2556N,NP_014790,Q12171,DIP-2244N,NP_011734,P30822
DIP-2244N,NP_011734,P30822,DIP-2886N,NP_014820,Q08550
DIP-2244N,NP_011734,P30822,DIP-4686N,NP_014827,P33330
DIP-2244N,NP_011734,P30822,DIP-1341N,NP_014974,P34758
DIP-2244N,NP_011734,P30822,DIP-5555N,NP_015269,Q02786
DIP-5556N,NP_011739,P50079,DIP-3801N,NP_014732,P36017
DIP-17N,NP_015435,P07703,DIP-1635N,NP_011745,P32566
DIP-1363N,NP_015003,Q02516,DIP-4078N,NP_011752,P50088
DIP-1238N,NP_013229,Q12395,DIP-3933N,NP_011753,P50089
DIP-1503N,NP_011755,P50091,DIP-1377N,NP_009661,P38262
DIP-4253N,NP_010545,Q03935,DIP-1503N,NP_011755,P50091
DIP-4232N,NP_011765,P53050,DIP-1503N,NP_011755,P50091
DIP-2912N,NP_013335,P13099,DIP-1503N,NP_011755,P50091
DIP-1503N,NP_011755,P50091,DIP-2891N,NP_013917,Q04322
DIP-1522N,NP_013994,P28239,DIP-1503N,NP_011755,P50091
DIP-5557N,NP_015034,Q08912,DIP-1503N,NP_011755,P50091
DIP-2674N,NP_011758,P53310,DIP-1563N,NP_010218,Q07418
DIP-1535N,NP_010964,P39970,DIP-5558N,NP_011763,P53314
DIP-5558N,NP_011763,P53314,DIP-4667N,NP_014972,P33328
DIP-5559N,NP_011766,P53316,DIP-1750N,NP_009364,P39729
DIP-2729N,NP_013746,Q05080,DIP-5559N,NP_011766,P53316
DIP-710N,NP_011768,Q03330,DIP-5560N,-,Q12225
DIP-5561N,NP_011770,P00924,DIP-5562N,NP_014434,P53732
DIP-5103N,NP_011779,P53324,DIP-4365N,NP_014333,P53616
DIP-4132N,NP_014823,Q08558,DIP-5103N,NP_011779,P53324
DIP-2228N,NP_009359,P11433,DIP-1987N,NP_011784,P40325
DIP-4897N,NP_009614,P38237,DIP-1987N,NP_011784,P40325
DIP-2238N,NP_011051,P39940,DIP-1987N,NP_011784,P40325
DIP-5563N,NP_011787,P53327,DIP-2878N,NP_010969,P40032
DIP-5564N,NP_011792,P53331,DIP-4102N,NP_014412,P53720
DIP-1963N,NP_013820,Q03177,DIP-4308N,NP_011796,P53335
DIP-5565N,NP_011799,P53336,DIP-4395N,NP_014118,P53834
DIP-5566N,NP_012363,P27614,DIP-4720N,NP_011801,P32527
DIP-5536N,-,P87266,DIP-5567N,NP_011805,P53048
DIP-4545N,NP_013155,Q12202,DIP-4890N,NP_011808,P53341
DIP-419N,NP_010511,P04911,DIP-5568N,NP_011862,P38754
DIP-1742N,NP_011861,P38753,DIP-4253N,NP_010545,Q03935
DIP-1987N,NP_011784,P40325,DIP-1742N,NP_011861,P38753
DIP-4348N,NP_012917,P28496,DIP-4393N,NP_011860,P38703
DIP-5035N,NP_011859,P32902,DIP-1595N,NP_009539,P32786
DIP-5035N,NP_011859,P32902,DIP-1377N,NP_009661,P38262
DIP-3908N,NP_010183,Q12154,DIP-5035N,NP_011859,P32902
DIP-5035N,NP_011859,P32902,DIP-870N,NP_010395,O13329
DIP-4029N,NP_011009,P00927,DIP-5035N,NP_011859,P32902
DIP-4232N,NP_011765,P53050,DIP-5035N,NP_011859,P32902
DIP-5035N,NP_011859,P32902,DIP-1490N,NP_013527,Q06410
DIP-1467N,NP_013873,Q03790,DIP-5035N,NP_011859,P32902
DIP-5035N,NP_011859,P32902,DIP-954N,NP_014855,P18851
DIP-4418N,NP_015068,Q12365,DIP-5035N,NP_011859,P32902
DIP-1362N,NP_009532,P13434,DIP-1874N,NP_011857,P38751
DIP-4603N,NP_013235,P16467,DIP-1874N,NP_011857,P38751
DIP-1874N,NP_011857,P38751,DIP-1903N,NP_013480,Q12318
DIP-1874N,NP_011857,P38751,DIP-4418N,NP_015068,Q12365
DIP-5569N,NP_013069,Q07830,DIP-4060N,NP_011848,P38701
DIP-1200N,NP_011844,P38700,DIP-4891N,NP_009575,P04397
DIP-1200N,NP_011844,P38700,DIP-5570N,NP_116703,P43617
DIP-3913N,NP_015354,Q12028,DIP-1200N,NP_011844,P38700
DIP-5524N,NP_011615,P53259,DIP-4919N,NP_011842,P23180
DIP-4919N,NP_011842,P23180,DIP-5571N,NP_014750,Q99188
DIP-4072N,NP_014577,P32179,DIP-2744N,NP_011837,P38740
DIP-1564N,NP_011836,P33400,DIP-5220N,NP_012135,P40466
DIP-5572N,NP_011827,P38734,DIP-3806N,NP_015489,P34167
DIP-3908N,NP_010183,Q12154,DIP-15N,NP_011868,P08539
DIP-4617N,NP_011873,P38758,DIP-1279N,NP_015004,Q08831
DIP-5574N,NP_015329,Q12480,DIP-5573N,NP_011875,P38705
DIP-5576N,NP_011409,P53141,DIP-5575N,NP_011883,P38707
DIP-1890N,NP_012074,P38888,DIP-5575N,NP_011883,P38707
DIP-4305N,NP_011890,P17423,DIP-4305N,NP_011890,P17423
DIP-1448N,NP_011895,Q00772,DIP-715N,NP_013248,P43321
DIP-1448N,NP_011895,Q00772,DIP-5577N,NP_013363,Q99260
DIP-1448N,NP_011895,Q00772,DIP-2234N,NP_013370,P22214
DIP-1448N,NP_011895,Q00772,DIP-5578N,NP_013450,Q06139
DIP-5579N,NP_013454,Q06144,DIP-1448N,NP_011895,Q00772
DIP-4449N,NP_013088,Q07807,DIP-806N,NP_011900,P38769
DIP-2074N,NP_011423,P49687,DIP-5580N,NP_011901,P38770
DIP-3862N,NP_011906,P38772,DIP-4292N,NP_014193,P40161
DIP-107N,NP_011907,P34162,DIP-4326N,NP_009347,Q01574
DIP-5581N,NP_009738,P38297,DIP-107N,NP_011907,P34162
DIP-107N,NP_011907,P34162,DIP-1659N,NP_009752,P38304
DIP-4152N,NP_009938,P00560,DIP-107N,NP_011907,P34162
DIP-2848N,NP_010988,P40042,DIP-107N,NP_011907,P34162
DIP-107N,NP_011907,P34162,DIP-4573N,NP_012519,P47073
DIP-107N,NP_011907,P34162,DIP-5517N,NP_012449,P47028
DIP-107N,NP_011907,P34162,DIP-5582N,NP_013265,Q06236
DIP-107N,NP_011907,P34162,DIP-5583N,NP_013412,Q06704
DIP-5584N,NP_013448,P05743,DIP-107N,NP_011907,P34162
DIP-2069N,NP_014065,P53823,DIP-107N,NP_011907,P34162
DIP-4161N,NP_014716,Q08490,DIP-107N,NP_011907,P34162
DIP-107N,NP_011907,P34162,DIP-5585N,NP_015529,Q08994
DIP-1490N,NP_013527,Q06410,DIP-5586N,NP_011909,P38773
DIP-1171N,NP_014771,P21264,DIP-5587N,NP_011911,P38775
DIP-4171N,NP_011917,P38778,DIP-5588N,NP_013015,P36165
DIP-4275N,NP_011923,P38781,DIP-5589N,NP_116588,P43537
DIP-4275N,NP_011923,P38781,DIP-4093N,NP_013083,P04802
DIP-1280N,NP_011924,P23285,DIP-3908N,NP_010183,Q12154
DIP-5590N,NP_011929,P38786,DIP-4133N,NP_014819,P16622
DIP-2338N,NP_015506,Q06624,DIP-5591N,NP_011930,P38787
DIP-2788N,NP_011935,P38791,DIP-1199N,NP_012787,P36000
DIP-5592N,NP_011941,P38795,DIP-5592N,NP_011941,P38795
DIP-1837N,NP_011990,P38829,DIP-5593N,NP_011962,P32465
DIP-5594N,NP_011964,P38695,DIP-3981N,-,Q07811
DIP-2111N,NP_012336,P39534,DIP-2949N,NP_011966,P38810
DIP-2949N,NP_011966,P38810,DIP-4265N,NP_012582,P00044
DIP-2232N,NP_015507,P15303,DIP-2949N,NP_011966,P38810
DIP-1142N,NP_010064,Q12328,DIP-1999N,NP_011970,P38692
DIP-1999N,NP_011970,P38692,DIP-2957N,NP_010515,Q04934
DIP-1573N,NP_116659,P43588,DIP-1999N,NP_011970,P38692
DIP-5425N,NP_012732,P32464,DIP-1999N,NP_011970,P38692
DIP-1999N,NP_011970,P38692,DIP-1939N,NP_013419,Q06162
DIP-1999N,NP_011970,P38692,DIP-5595N,-,Q7LIF2
DIP-3009N,NP_015307,Q02732,DIP-1999N,NP_011970,P38692
DIP-5596N,NP_010056,Q07657,DIP-853N,NP_011975,P32468
DIP-5597N,NP_011977,P38818,DIP-5521N,NP_011585,P53246
DIP-1901N,NP_012134,P40465,DIP-1883N,NP_011979,P38820
DIP-1407N,NP_014559,P35193,DIP-2097N,NP_011981,P38821
DIP-2143N,NP_011982,P38822,DIP-3793N,NP_009337,P39711
DIP-4933N,NP_009751,P38127,DIP-2143N,NP_011982,P38822
DIP-5485N,NP_009964,P25359,DIP-2143N,NP_011982,P38822
DIP-2143N,NP_011982,P38822,DIP-5598N,NP_009973,P25625
DIP-5599N,NP_010269,Q99190,DIP-2143N,NP_011982,P38822
DIP-5600N,NP_010247,Q12140,DIP-2143N,NP_011982,P38822
DIP-2143N,NP_011982,P38822,DIP-3908N,NP_010183,Q12154
DIP-2143N,NP_011982,P38822,DIP-2282N,NP_010147,P23594
DIP-4732N,-,Q12135,DIP-2143N,NP_011982,P38822
DIP-1807N,NP_010068,Q07623,DIP-2143N,NP_011982,P38822
DIP-1142N,NP_010064,Q12328,DIP-2143N,NP_011982,P38822
DIP-5197N,NP_010327,Q03205,DIP-2143N,NP_011982,P38822
DIP-2143N,NP_011982,P38822,DIP-5465N,NP_010341,Q12025
DIP-5298N,NP_010354,P32571,DIP-2143N,NP_011982,P38822
DIP-1102N,NP_010432,P19262,DIP-2143N,NP_011982,P38822
DIP-2143N,NP_011982,P38822,DIP-4731N,NP_010605,Q06676
DIP-1681N,NP_010704,Q04048,DIP-2143N,NP_011982,P38822
DIP-777N,NP_010710,P32578,DIP-2143N,NP_011982,P38822
DIP-2143N,NP_011982,P38822,DIP-2938N,NP_010803,Q12034
DIP-2143N,NP_011982,P38822,DIP-2061N,NP_010818,P00128
DIP-2062N,NP_010899,P39996,DIP-2143N,NP_011982,P38822
DIP-1773N,NP_011002,P40052,DIP-2143N,NP_011982,P38822
DIP-2143N,NP_011982,P38822,DIP-5601N,NP_009466,P04451
DIP-2238N,NP_011051,P39940,DIP-2143N,NP_011982,P38822
DIP-2143N,NP_011982,P38822,DIP-2066N,NP_011086,P40096
DIP-2143N,NP_011982,P38822,DIP-4007N,NP_116643,P43580
DIP-2143N,NP_011982,P38822,DIP-2769N,NP_012418,P46956
DIP-2558N,NP_015173,Q12461,DIP-2143N,NP_011982,P38822
DIP-2062N,NP_010899,P39996,DIP-5619N,NP_011991,P22140
DIP-4297N,NP_014217,P53877,DIP-1439N,NP_012218,P39014
DIP-4136N,NP_013157,P32353,DIP-4483N,NP_012191,P40510
DIP-883N,NP_010002,P25644,DIP-5664N,NP_012112,P32351
DIP-5467N,NP_010364,P38958,DIP-5682N,NP_012436,P40955
DIP-4241N,NP_012589,P46973,DIP-2099N,NP_010538,P40314
DIP-2427N,NP_012035,P33334,DIP-850N,NP_011099,P32639
DIP-1548N,NP_010877,P32628,DIP-4008N,NP_015229,Q02890
DIP-871N,NP_010481,P42073,DIP-536N,NP_009667,P06787
DIP-536N,NP_009667,P06787,DIP-1672N,NP_010578,P32916
DIP-5760N,-,Q12243,DIP-536N,NP_009667,P06787
DIP-712N,NP_011856,Q03497,DIP-2226N,NP_009468,P38041
DIP-827N,NP_012048,P38699,DIP-5494N,NP_015022,P40353
DIP-836N,NP_012230,P13517,DIP-4954N,NP_009823,P38146
DIP-5674N,NP_012465,P40361,DIP-5676N,-,Q03788
DIP-4303N,NP_012543,P08536,DIP-4303N,NP_012543,P08536
DIP-5702N,NP_009779,P38318,DIP-236N,NP_012597,P32529
DIP-5216N,NP_014953,Q12420,DIP-976N,NP_014451,P53742
DIP-536N,NP_009667,P06787,DIP-5759N,NP_011893,P18962
DIP-2143N,NP_011982,P38822,DIP-41N,NP_116635,P09624
DIP-2143N,NP_011982,P38822,DIP-5602N,NP_116683,P43605
DIP-2143N,NP_011982,P38822,DIP-5603N,NP_011497,P53193
DIP-2143N,NP_011982,P38822,DIP-1891N,NP_011485,P14120
DIP-2143N,NP_011982,P38822,DIP-2070N,NP_011478,P53184
DIP-5302N,NP_011386,Q01163,DIP-2143N,NP_011982,P38822
DIP-5109N,NP_011293,P53080,DIP-2143N,NP_011982,P38822
DIP-5108N,NP_011290,P40107,DIP-2143N,NP_011982,P38822
DIP-4488N,NP_011278,P53070,DIP-2143N,NP_011982,P38822
DIP-5604N,NP_011545,P53219,DIP-2143N,NP_011982,P38822
DIP-2143N,NP_011982,P38822,DIP-5605N,NP_011625,P53264
DIP-2143N,NP_011982,P38822,DIP-2089N,NP_011819,P38727
DIP-2775N,NP_012001,P38837,DIP-2143N,NP_011982,P38822
DIP-1894N,NP_012258,P40554,DIP-2143N,NP_011982,P38822
DIP-2143N,NP_011982,P38822,DIP-5191N,NP_012219,P40187
DIP-2143N,NP_011982,P38822,DIP-1901N,NP_012134,P40465
DIP-2143N,NP_011982,P38822,DIP-5607N,NP_012287,P07266
DIP-2143N,NP_011982,P38822,DIP-5608N,NP_012522,P47075
DIP-2887N,NP_012488,P47050,DIP-2143N,NP_011982,P38822
DIP-1788N,NP_012470,P40366,DIP-2143N,NP_011982,P38822
DIP-5517N,NP_012449,P47028,DIP-2143N,NP_011982,P38822
DIP-5285N,NP_012383,P47003,DIP-2143N,NP_011982,P38822
DIP-2143N,NP_011982,P38822,DIP-2035N,NP_012376,P32478
DIP-2143N,NP_011982,P38822,DIP-5609N,NP_012361,P39005
DIP-3027N,NP_012355,P22135,DIP-2143N,NP_011982,P38822
DIP-2143N,NP_011982,P38822,DIP-5043N,NP_012642,P47146
DIP-2696N,NP_012918,P28495,DIP-2143N,NP_011982,P38822
DIP-2143N,NP_011982,P38822,DIP-4391N,NP_012765,P32454
DIP-2143N,NP_011982,P38822,DIP-5610N,NP_012746,P34240
DIP-2086N,NP_012744,P34238,DIP-2143N,NP_011982,P38822
DIP-5611N,NP_012957,P36127,DIP-2143N,NP_011982,P38822
DIP-2143N,NP_011982,P38822,DIP-4821N,NP_013206,P16658
DIP-2143N,NP_011982,P38822,DIP-5613N,-,Q12130
DIP-5614N,NP_013237,P47977,DIP-2143N,NP_011982,P38822
DIP-5583N,NP_013412,Q06704,DIP-2143N,NP_011982,P38822
DIP-2143N,NP_011982,P38822,DIP-4671N,NP_013566,P53427
DIP-3816N,NP_013706,P25087,DIP-2143N,NP_011982,P38822
DIP-2822N,NP_013618,P23639,DIP-2143N,NP_011982,P38822
DIP-5615N,NP_013575,Q03102,DIP-2143N,NP_011982,P38822
DIP-1880N,NP_014307,P53934,DIP-2143N,NP_011982,P38822
DIP-5155N,NP_014119,P32462,DIP-2143N,NP_011982,P38822
DIP-2143N,NP_011982,P38822,DIP-1190N,NP_014404,P40344
DIP-2143N,NP_011982,P38822,DIP-2304N,NP_014433,P53731
DIP-2143N,NP_011982,P38822,DIP-5616N,NP_014641,Q12442
DIP-2143N,NP_011982,P38822,DIP-4244N,NP_014624,Q08144
DIP-1407N,NP_014559,P35193,DIP-2143N,NP_011982,P38822
DIP-4169N,NP_014702,Q08448,DIP-2143N,NP_011982,P38822
DIP-2143N,NP_011982,P38822,DIP-2195N,NP_014867,P20436
DIP-5004N,NP_014924,Q12017,DIP-2143N,NP_011982,P38822
DIP-4557N,NP_015268,P33300,DIP-2143N,NP_011982,P38822
DIP-2143N,NP_011982,P38822,DIP-1224N,NP_015214,P00812
DIP-2143N,NP_011982,P38822,DIP-2445N,NP_015201,P33419
DIP-2143N,NP_011982,P38822,DIP-3822N,NP_015419,Q06835
DIP-3819N,NP_009594,P14180,DIP-5619N,NP_011991,P22140
DIP-5619N,NP_011991,P22140,DIP-2103N,NP_012304,P40582
DIP-3908N,NP_010183,Q12154,DIP-1323N,NP_011996,P18562
DIP-1145N,NP_010550,P39010,DIP-719N,NP_012003,P23291
DIP-4467N,NP_013872,P28625,DIP-4942N,NP_012005,P38840
DIP-4098N,NP_012795,P33401,DIP-5238N,NP_012011,P38843
DIP-936N,NP_012013,P40422,DIP-4197N,NP_012239,P40542
DIP-2740N,NP_011048,P38682,DIP-5009N,NP_012018,P32899
DIP-5624N,NP_014206,P53870,DIP-5623N,NP_012021,P38849
DIP-4303N,NP_012543,P08536,DIP-4407N,NP_012026,P38852
DIP-5626N,NP_010573,Q05533,DIP-5625N,NP_012033,P38858
DIP-1443N,NP_009829,P38346,DIP-589N,NP_012036,P16522
DIP-2445N,NP_015201,P33419,DIP-589N,NP_012036,P16522
DIP-5627N,NP_011074,P40090,DIP-3928N,NP_012038,P38860
DIP-5628N,NP_012039,P38719,DIP-1993N,NP_012848,P36083
DIP-5629N,NP_012175,P40498,DIP-4777N,NP_012044,P00925
DIP-827N,NP_012048,P38699,DIP-4976N,NP_009892,P25568
DIP-827N,NP_012048,P38699,DIP-5630N,NP_010117,P04819
DIP-1821N,NP_010355,Q12497,DIP-827N,NP_012048,P38699
DIP-827N,NP_012048,P38699,DIP-5545N,NP_011989,P38828
